,datetime,lat,lon,elev,t,td,p,slp,ww,tw,wwflag,ti,area1_t,area2_t,area3_t,freezing_level1_t,freezing_level2_t,freezing_level3_t,lapse_rate_t,lowest_t,lowest_p_t,lowest_z_t,type_t,PA_t,NA_t,area1_tw,area2_tw,area3_tw,freezing_level1_tw,freezing_level2_tw,freezing_level3_tw,lapse_rate_tw,lowest_tw,lowest_p_tw,lowest_z_tw,type_tw,PA_tw,NA_tw,area1_ti,area2_ti,area3_ti,freezing_level1_ti,freezing_level2_ti,freezing_level3_ti,lapse_rate_ti,lowest_ti,lowest_p_ti,lowest_z_ti,type_ti,PA_ti,NA_ti,ID
15395,1983-10-05 00:00:00,   62.9500,  204.4000,  103.0000,    2.8000,   -2.8000, 1009.8000, 1022.9000,   80.0000,    0.5700,    1.0000,    0.4654,    8.1044,   -5.8010,    1.6044,  188.8621,  552.8491,    0.0000,    3.5794,    2.2000, 1010.8000,  103.0000,    1.0000,    8.1044,nan,   -0.0114,    0.7704,   -9.2834,  124.5930,  518.8824,    0.0000,   -1.0762,   -0.0569, 1010.8000,  103.0000,    2.0000,    0.7704,   -0.0114,   -0.1444,    0.4118,   -9.1428,  117.7310,  515.7910,    0.0000,   -1.3535,   -0.2177, 1010.8000,  103.0000,    2.0000,    0.4118,   -0.1444,70231
15787,1986-11-03 12:00:00,   62.9500,  204.4000,  103.0000,   -2.8000,   -3.9000,  990.5000, 1003.9000,   66.0000,   -3.2000,    1.0000,   -3.0612,  -12.1377,   44.2645, -136.2543,  926.5938,    0.0000,    0.0000,  -11.4345,   -2.2000,  990.5000,  103.0000,    2.0000,   44.2645,  -12.1377,  -22.3745,   29.8373, -145.1637,  874.0168,    0.0000,    0.0000,  -10.7344,   -2.8074,  990.5000,  103.0000,    2.0000,   29.8373,  -22.3745,  -22.0721,   27.0638, -139.0888,  869.4316,    0.0000,    0.0000,  -10.1068,   -2.7159,  990.5000,  103.0000,    2.0000,   27.0638,  -22.0721,70231
16396,1993-10-12 12:00:00,   62.9500,  204.4000,  103.0000,    1.1000,    0.0000,  999.2000, 1012.1000,   61.0000,    0.6400,    1.0000,    0.5837,   62.1196,  -75.1539,    0.0000, 1230.6000,    0.0000,    0.0000,   -2.0767,    0.8000, 1000.0000,  103.0000,    1.0000,   62.1196,nan,  -10.1699,    3.1526,nan,    7.8907,  910.9677,    0.0000,    0.3969,    0.4535, 1000.0000,  103.0000,    2.0000,    3.1526,  -10.1699,  -11.3319,    1.2209,nan,    6.9638,  857.8517,    0.0000,    0.5447,    0.4032, 1000.0000,  103.0000,    2.0000,    1.2209,  -11.3319,70231
16710,1995-10-08 12:00:00,   62.9500,  204.4000,  103.0000,   -0.6000,   -1.1000,  975.4000,  988.2000,   85.0000,   -0.8000,    2.0000,   -0.7674,   -0.3122,    0.1593,  -43.7858,   41.5000,  958.0000,    0.0000,    3.7037,   -0.9000,  975.3000,  103.0000,    2.0000,    0.1593,   -0.3122,  -61.5493,    1.0124, -146.3506,  863.0857,    0.0000,    0.0000,    4.5554,   -1.0081,  975.3000,  103.0000,    2.0000,    1.0124,  -61.5493,  -59.7021,    0.9045, -139.7970,  859.6550,    0.0000,    0.0000,    4.4004,   -0.9614,  975.3000,  103.0000,    2.0000,    0.9045,  -59.7021,70231
16722,1995-10-29 12:00:00,   62.9500,  204.4000,  103.0000,   -4.4000,   -6.1000,  999.8000, 1013.0000,   71.0000,   -4.9600,    2.0000,   -4.7692,  -32.4345,   47.3348, -132.2278, 1022.0000,    0.0000,    0.0000,  -11.9808,   -5.3000, 1000.2000,  103.0000,    2.0000,   47.3348,  -32.4345,  -39.2610,   11.6493, -154.7771,  680.6535,    0.0000,    0.0000,   -9.7231,   -5.8574, 1000.2000,  103.0000,    2.0000,   11.6493,  -39.2610,  -37.9952,    9.3880, -150.0461,  646.6181,    0.0000,    0.0000,   -9.1649,   -5.6574, 1000.2000,  103.0000,    2.0000,    9.3880,  -37.9952,70231
16864,1997-11-11 12:00:00,   62.9500,  204.4000,  103.0000,   -1.3000,   -1.6000,  976.5000,  989.2000,   85.0000,   -1.4200,    2.0000,   -1.3487,   -1.6894,   26.7994, -243.4021,  698.6667,    0.0000,    0.0000,   -7.1759,   -1.0000,  976.0000,  103.0000,    2.0000,   26.7994,   -1.6894,   -4.5169,    1.6871, -304.7679,  388.2591,    0.0000,    0.0000,   -1.9427,   -1.1075,  976.0000,  103.0000,    2.0000,    1.6871,   -4.5169,   -4.5980,    0.9668, -296.5893,  362.9551,    0.0000,    0.0000,   -1.4738,   -1.0557,  976.0000,  103.0000,    2.0000,    0.9668,   -4.5980,70231
17899,2002-11-03 12:00:00,   62.9500,  204.4000,  103.0000,   -2.2000,   -2.2000,  998.7512, 1011.8000,   71.0000,   -2.2000,    2.0000,   -2.0886,  -31.3375,   15.0238, -120.3765, 1030.9545,    0.0000,    0.0000,   -3.2193,   -2.2000,  997.8000,  103.0000,    2.0000,   15.0238,  -31.3375,  -45.4333,    7.8093, -125.0279,  969.4533,    0.0000,    0.0000,   -1.2164,   -2.4005,  997.8000,  103.0000,    2.0000,    7.8093,  -45.4333,  -44.2210,    6.9387, -118.9709,  964.1931,    0.0000,    0.0000,   -1.0202,   -2.2954,  997.8000,  103.0000,    2.0000,    6.9387,  -44.2210,70231
18325,2004-11-15 00:00:00,   62.9500,  204.4000,  103.0000,   -5.6000,   -7.2000,  970.5573,  983.4000,   68.0000,   -6.1100,    1.0000,   -5.8782, -105.0240,   61.0276, -125.0357, 1116.3889,    0.0000,    0.0000,  -21.2476,   -6.7000,  971.2000,  103.0000,    2.0000,   61.0276, -105.0240, -112.9837,    1.2665, -193.0085,  604.9720,    0.0000,    0.0000,  -14.5282,   -7.0236,  971.2000,  103.0000,    2.0000,    1.2665, -112.9837, -109.3372,    0.2695, -191.3995,  546.1343,    0.0000,    0.0000,  -13.4773,   -6.7673,  971.2000,  103.0000,    2.0000,    0.2695, -109.3372,70231
19306,1978-10-05 12:00:00,   64.8200,  212.1300,  138.0000,   -1.0000,   -8.0000,  988.3000, 1005.6000,   71.0000,   -3.3300,    2.0000,   -3.2665, -109.3575,    1.6732,  -19.8700, 1575.5556,    0.0000,    0.0000,    4.6512,   -0.6000,  990.0000,  135.0000,    2.0000,    1.6732, -109.3575, -176.1289,    0.1956,  -32.7180, 1512.7761,    0.0000,    0.0000,    2.8660,   -3.3541,  990.0000,  135.0000,    2.0000,    0.1956, -176.1289, -172.7407,    0.1401,  -31.7859, 1509.5215,    0.0000,    0.0000,    2.6041,   -3.4118,  990.0000,  135.0000,    2.0000,    0.1401, -172.7407,70261
21194,1998-10-24 00:00:00,   64.8200,  212.1300,  138.0000,    1.2000,   -1.7000,  975.0000,  992.0000,   79.0000,    0.0100,    2.0000,   -0.0301,   56.3989,  -24.2060,   19.6345,  770.0800, 1823.7222,    0.0000,   -3.0162,    1.1000,  975.6000,  135.0000,    1.0000,   56.3989,nan,  -61.0890,    4.2672,nan,  199.8453, 1516.7453,    0.0000,    0.9164,    0.0203,  975.6000,  135.0000,    2.0000,    4.2672,  -61.0890,  -64.0777,    3.3850,  -13.5170, 1502.0622,    0.0000,    0.0000,    1.1395,   -0.0576,  975.6000,  135.0000,    2.0000,    3.3850,  -64.0777,70261
21713,2002-01-17 12:00:00,   64.8200,  212.1300,  138.0000,   -2.2000,   -5.6000,  996.4193, 1013.9000,   64.0000,   -3.3800,    1.0000,   -3.2709,  -11.9443,    3.1005,   -8.6509,  377.3077, 1419.2941,    0.0000,   -2.5126,   -2.7000,  996.8000,  135.0000,    2.0000,    3.1005,  -11.9443,  -84.8884,   10.9968,  -30.2695, 1297.0850,    0.0000,    0.0000,    0.8084,   -2.9939,  996.8000,  135.0000,    2.0000,   10.9968,  -84.8884,  -86.6850,    8.7322,  -29.3735, 1283.6288,    0.0000,    0.0000,    1.0203,   -2.8707,  996.8000,  135.0000,    2.0000,    8.7322,  -86.6850,70261
22695,2009-04-24 12:00:00,   64.8200,  212.1300,  138.0000,    0.6000,   -1.7000,  999.5000, 1017.1000,   71.0000,   -0.3200,    2.0000,   -0.3377,   -0.3418,    7.3802, -376.1102,  307.0000,    0.0000,    0.0000,    2.2400,   -0.6000, 1000.1000,  135.0000,    2.0000,    7.3802,   -0.3418,   -0.7591,    0.9235, -428.5677,  175.2914,    0.0000,    0.0000,    3.7839,   -0.6539, 1000.1000,  135.0000,    2.0000,    0.9235,   -0.7591,   -0.7785,    0.6251, -415.3932,  164.8426,    0.0000,    0.0000,    3.7127,   -0.6224, 1000.1000,  135.0000,    2.0000,    0.6251,   -0.7785,70261
23693,1981-11-27 00:00:00,   61.1700,  209.9800,   40.0000,   -1.0000,   -2.0000,  995.0000,  999.9000,   68.0000,   -1.3900,    1.0000,   -1.3329,   -0.4533,    3.9861, -180.0480,  402.5385,    0.0000,    0.0000,   -3.2609,   -0.4000,  995.6000,   45.0000,    2.0000,    3.9861,   -0.4533,   -1.6584,    0.6588, -201.8412,  313.8782,    0.0000,    0.0000,   -3.3844,   -0.7838,  995.6000,   45.0000,    2.0000,    0.6588,   -1.6584,   -1.6829,    0.4540, -193.3454,  307.1052,    0.0000,    0.0000,   -3.2129,   -0.7696,  995.6000,   45.0000,    2.0000,    0.4540,   -1.6829,70273
23795,1982-10-17 00:00:00,   61.1700,  209.9800,   40.0000,   -0.8000,   -1.7000, 1012.0000, 1017.0000,   71.0000,   -1.1500,    2.0000,   -1.1049,  -10.8861,   17.7195,  -77.6305,  868.7500,    0.0000,    0.0000,   -5.6931,   -1.6000, 1012.8000,   45.0000,    2.0000,   17.7195,  -10.8861,  -13.5727,    8.0323,  -85.2458,  801.9054,    0.0000,    0.0000,   -6.2187,   -2.1650, 1012.8000,   45.0000,    2.0000,    8.0323,  -13.5727,  -13.1036,    6.9335,  -81.3096,  796.4017,    0.0000,    0.0000,   -5.9465,   -2.0997, 1012.8000,   45.0000,    2.0000,    6.9335,  -13.1036,70273
23796,1982-10-20 00:00:00,   61.1700,  209.9800,   40.0000,    0.1000,   -0.4000, 1013.0000, 1018.0000,   68.0000,   -0.1000,    1.0000,   -0.1063,    1.8993, -226.3626,    0.0000,  227.0000,    0.0000,    0.0000,    2.0877,    0.6000, 1012.7000,   45.0000,    1.0000,    1.8993,nan,   -0.3125,    0.0205, -232.1083,  123.1276,    0.0000,    0.0000,    0.6514,   -0.2000, 1012.7000,   45.0000,    2.0000,    0.0205,   -0.3125,   -0.4175,    0.0065, -221.4732,  114.3468,    0.0000,    0.0000,    0.5096,   -0.2473, 1012.7000,   45.0000,    2.0000,    0.0065,   -0.4175,70273
23876,1983-10-10 12:00:00,   61.1700,  209.9800,   40.0000,    0.2000,   -0.6000, 1002.1000, 1007.2000,   66.0000,   -0.1300,    1.0000,   -0.1329,    0.3008,   -4.5665,   79.7575,   28.0000, 1663.4333,    0.0000,   -1.9934,    0.6000, 1003.5000,   45.0000,    1.0000,    0.3008,nan,   -6.0692,   66.9590,   -8.6788, 1657.0940,    0.0000,    0.0000,   -2.7115,   -0.1464, 1003.5000,   45.0000,    2.0000,   66.9590,   -6.0692,   -5.8822,   61.8746,   -8.2217, 1655.7530,    0.0000,    0.0000,   -2.6014,   -0.1924, 1003.5000,   45.0000,    2.0000,   61.8746,   -5.8822,70273
23984,1985-01-27 00:00:00,   61.1700,  209.9800,   40.0000,   -0.3000,   -0.9000, 1011.4000, 1016.4000,   71.0000,   -0.5400,    2.0000,   -0.5210,   -3.5327,    7.7118, -236.0701,  530.5000,    0.0000,    0.0000,   -3.0108,   -1.0000, 1011.0000,   45.0000,    2.0000,    7.7118,   -3.5327,   -4.6191,    6.8582, -240.7990,  520.6204,    0.0000,    0.0000,   -3.6806,   -1.3695, 1011.0000,   45.0000,    2.0000,    6.8582,   -4.6191,   -4.4588,    6.3966, -230.1517,  519.3477,    0.0000,    0.0000,   -3.5353,   -1.3258, 1011.0000,   45.0000,    2.0000,    6.3966,   -4.4588,70273
24066,1985-12-26 12:00:00,   61.1700,  209.9800,   40.0000,   -0.2000,   -2.6000, 1021.3000, 1026.3000,   71.0000,   -1.1200,    2.0000,   -1.0944,   -4.5358,    6.0955, -155.2973,  637.2727,    0.0000,    0.0000,   -2.8761,   -0.3000, 1022.0000,   45.0000,    2.0000,    6.0955,   -4.5358,  -21.0346,    0.8875, -169.4363,  533.3756,    0.0000,    0.0000,   -3.9775,   -1.3944, 1022.0000,   45.0000,    2.0000,    0.8875,  -21.0346,  -21.3535,    0.6544, -162.0353,  524.3320,    0.0000,    0.0000,   -3.8575,   -1.4052, 1022.0000,   45.0000,    2.0000,    0.6544,  -21.3535,70273
