ID,t,tw,probsnow_t,probsnow_tw
CYPH,0.1702127659574468,0.07446808510638298,0.03723404255319149,-0.010638297872340427
CYPL,0.0631578947368421,0.025263157894736835,0.00421052631578947,-0.0168421052631579
CYQB,0.22222222222222224,0.05555555555555555,0.05555555555555555,-0.05555555555555555
CYRB,0.2,0.10499999999999998,0.024999999999999994,0.010000000000000009
CYXS,0.06020942408376964,0.03403141361256545,0.007853403141361265,0.0
DMA,-0.018181818181818184,-0.018181818181818184,-0.024242424242424246,-0.018181818181818184
EDW,0.0,0.0,0.0,0.0
FSI,0.0,-0.017543859649122806,-0.017543859649122806,-0.017543859649122806
FTK,0.0,0.0,-0.2,0.0
GEG,0.0792079207920792,0.039603960396039604,0.04455445544554456,0.024752475247524754
GFA,-0.020161290322580655,-0.008064516129032265,-0.048387096774193554,-0.02419354838709678
GRF,0.03773584905660377,0.03773584905660377,0.018867924528301886,0.0
GRK,0.0,0.0,0.0,0.0
GTF,0.05405405405405406,-0.018018018018018014,-0.009009009009009,-0.04504504504504504
HMN,0.0,0.0,0.0,0.0
HRT,0.0,0.0,0.0,0.0
HSV,0.0,0.0,0.0,0.0
K9L2,0.0,0.0,0.0,0.0
KAFW,0.019108280254777073,0.019108280254777073,0.012738853503184712,0.012738853503184712
KAPA,-0.06779661016949151,-0.016949152542372864,-0.0847457627118644,-0.050847457627118633
KBAD,0.0,0.0,0.0,-0.01136363636363636
KBKF,0.05172413793103448,-0.017241379310344827,-0.017241379310344827,-0.017241379310344827
KBOI,-0.007025761124121777,-0.0023419203747072556,-0.021077283372365335,-0.007025761124121777
KCCR,-0.005813953488372093,-0.005813953488372093,-0.005813953488372093,-0.005813953488372093
KCMA,0.0,0.0,0.0,0.0
KCOF,0.0,0.0,0.0,0.0
KCQX,0.022140221402214024,0.003690036900369004,-0.007380073800738006,-0.003690036900369003
KCRG,0.0,0.0,0.0,0.0
KDEN,0.05,0.024999999999999994,0.0,0.024999999999999994
KDMA,0.0,0.0,0.0,0.0
KDTN,0.005405405405405406,0.010810810810810811,0.005405405405405406,0.005405405405405406
KDTS,0.0,0.0,0.0,0.0
KDVN,0.01092896174863388,0.005464480874316941,0.005464480874316941,-0.01092896174863388
KDVT,0.0,0.0,0.0,0.0
KEDW,0.0,0.0,0.0,0.0
KEET,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.0
KEKO,0.09848484848484848,0.09090909090909091,0.007575757575757569,0.06818181818181818
KF54,0.0,0.0,0.0,0.0
KFCM,-0.011952191235059764,-0.00796812749003984,-0.027888446215139445,-0.011952191235059764
KFFC,0.007042253521126761,0.014084507042253521,0.007042253521126761,0.014084507042253521
KFLG,-0.038961038961038974,-0.012987012987012991,-0.07792207792207792,-0.012987012987012991
KFOE,0.005586592178770951,0.011173184357541902,0.0,0.005586592178770951
KFOK,0.013953488372093023,0.013953488372093023,0.004651162790697674,0.013953488372093023
KFSI,-0.2,-0.2,-0.2,-0.2
KFTW,0.005747126436781609,0.0,0.0,0.0
KGAG,0.0,0.0,0.0,0.0
KGFA,-0.039473684210526314,-0.02631578947368421,-0.06578947368421052,-0.039473684210526314
KGKY,0.022727272727272728,0.015151515151515152,0.015151515151515152,0.015151515151515152
KGLR,0.07258064516129033,0.05645161290322581,0.040322580645161296,0.024193548387096777
KHKS,0.0,0.009174311926605505,0.0,0.009174311926605505
KHWD,0.0,0.0,0.0,0.0
KHWO,0.0,0.0,0.0,0.0
KIAG,0.03184713375796178,0.03503184713375796,0.0031847133757961776,0.006369426751592355
KISP,0.02027027027027027,0.016891891891891893,0.006756756756756757,0.010135135135135136
KL39,0.0,0.0,0.0,0.0
KLAW,-0.07142857142857142,-0.07142857142857142,-0.07142857142857142,-0.07142857142857142
KLIT,0.04245283018867925,0.02830188679245283,0.03773584905660378,0.009433962264150943
KLRF,0.0693069306930693,0.0594059405940594,0.0594059405940594,0.0099009900990099
KLSV,0.0,0.0,0.0,0.0
KMIC,0.011278195488721804,0.015037593984962405,-0.011278195488721804,0.007518796992481203
KMQY,0.0,0.0,0.0,0.0
KMRH,-0.006666666666666667,0.0,-0.006666666666666667,-0.006666666666666667
KMYF,0.0,0.0,0.0,0.0
KNFW,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.014705882352941176
KNGP,0.0,0.0,0.0,0.0
KNJM,0.0,0.0,0.0,0.0
KNTD,0.0,0.0,0.0,0.0
KNYL,0.0,0.0,0.0,0.0
KNZY,0.0,0.0,0.0,0.0
KODO,0.030303030303030304,-0.015151515151515152,-0.015151515151515152,-0.015151515151515152
KOPF,0.0,0.0,0.0,0.0
KOXR,0.0,0.0,0.0,0.0
KPTK,0.01652892561983471,0.024793388429752067,0.004132231404958678,0.004132231404958678
KQBL,0.0,0.0,0.0,0.0
KRCA,0.061946902654867256,0.017699115044247787,-0.008849557522123894,0.0
KRIW,0.019417475728155345,0.0,-0.009708737864077666,-0.009708737864077666
KRNM,0.0,0.0,0.0,0.0
KSDL,0.0,0.0,0.0,0.0
KSKA,0.06451612903225806,0.01433691756272401,0.007168458781362005,-0.028673835125448036
KSPG,0.0,0.0,0.0,0.0
KTMB,0.0,0.0,0.0,0.0
KTTS,0.0,0.0,0.0,0.0
KVBG,0.0,0.0,0.0,0.0
KVGT,0.0,0.0,0.0,0.0
KWAL,0.013333333333333332,0.013333333333333332,-0.004444444444444445,0.0
KYUM,0.0,0.0,0.0,0.0
LGB,0.0,0.0,0.0,0.0
LHW,0.0,0.0,0.0,0.0
LRF,0.064,0.060000000000000005,0.056,0.04
LSF,0.125,0.125,0.125,0.125
MCF,0.0,0.0,0.0,0.0
MMMA,0.0,0.0,0.0,0.0
MMML,0.0,0.0,0.0,0.0
MMMY,0.0,0.0,0.0,0.0
OAK,0.0,0.0,0.0,0.0
ORD,0.0,0.0,0.0,-0.25
PAH,-0.016949152542372878,0.0,-0.016949152542372878,0.0
PALH,0.028619528619528618,0.02356902356902357,0.008417508417508417,0.0016835016835016828
PAMR,0.039334341906202726,0.03328290468986384,0.013615733736762482,0.001512859304084721
PANC,0.027272727272727275,0.03506493506493506,0.012987012987012991,0.009090909090909094
PANT,0.0027247956403269775,0.001362397820163487,-0.007493188010899182,-0.002724795640326974
PBI,0.0,0.0,0.0,0.0
RCA,0.041237113402061876,0.041237113402061876,-0.02577319587628865,0.02577319587628868
SAN,0.0,0.0,0.0,0.0
SEP,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.13793103448275862
SKA,0.07780320366132723,0.06636155606407323,0.02974828375286042,0.016018306636155603
SLE,0.036290322580645164,0.024193548387096774,0.016129032258064516,0.008064516129032258
TCM,0.020833333333333332,0.020833333333333332,0.0,0.0
TIK,0.05797101449275362,0.0434782608695652,0.0144927536231884,0.028985507246376815
UCC,0.0,0.0,0.0,0.0
UIL,0.0,0.0,0.0,0.0
VBG,0.0,0.0,0.0,0.0
VPS,0.0,0.0,0.0,0.0
YUM,0.0,0.0,0.0,0.0
